Country,Latitude,Longitude,SiteID,Elevation,SiteName,distance_lakes_europeDistance,distance_lakesDistance,distance_rivers_europeDistance,distance_rivers_lake_centerlinesDistance,distance_landDistance
Ireland,54.1521,-6.3728,S1199,0,Ballymacdermot,0.960155989931,0.332376020946,0.412199933285,0.332376020946,0.116296418689
Ireland,54.8216,-6.4579,S1200,0,Ballymena,1.27030871543,0.0783881011379,0.0144422851377,0.0783881011379,0.405810481506
Ireland,54.6958,-6.8475,S1201,0,Ballynagilly,0.861252337297,0.278899949982,0.287441237473,0.278899949982,0.408751788865
Ireland,54.1521,-6.3728,S1202,0,Ballyutoag,0.960155989931,0.332376020946,0.412199933285,0.332376020946,0.116296418689
Great Britain,53.2755,-1.5921,S1213,10,Bar Brook,4.04782727365,4.85435725272,0.750380354887,4.85435725272,0.964391421467
Great Britain,58.9935,-3.2079,S1220,0,Barnhouse,1.5337232263,1.9615924356,2.33439361173,1.9615924356,0.0115812348219
Great Britain,51.6811,-1.25507,S1223,108,Barrow Hills,4.35194184521,5.79150695834,0.288135233007,5.79150695834,0.791673080318
Ireland,54.702,-6.9373,S1247,124,Beaghmore,0.780398103855,0.361092257048,0.286873779387,0.361092257048,0.364940385543
Great Britain,51.4083,-1.9028,S1255,43,Beckhampton,3.98820049692,5.39686283326,0.790816234596,5.39686283326,0.594134904294
Great Britain,53.3362,-4.4604,S1256,0,Bedd Branwen,2.00976953139,2.19517057948,1.39432944013,2.19517057948,0.097046646516
Great Britain,56.5148,-4.1635,S1270,203,Ben Lawers,0.00670340958021,0.799422257946,0.190791938247,0.799422257946,0.517729961756
Great Britain,57.5231,-7.2848,S1293,432,Bharpa Carinish,1.72965861724,2.38218067031,2.40450401832,2.38218067031,0.0145649579471
Great Britain,55.6339,-3.57857,S1295,141,Biggar Common,1.03873735901,1.85648796414,0.177775798409,1.85648796414,0.383141848015
Great Britain,50.6244,-2.07063,S1316,0,Blashenwell,3.19625056635,5.76405987406,1.15719708857,5.76405987406,0.0289534971981
Great Britain,50.3333,-4,S1318,103,Bob's Cave,3.42217188049,4.77803728776,1.85157482617,4.77803728776,0.0222772193058
Great Britain,57.6018,-3.29855,S1324,170,Boghead,1.2103313058,1.06181276904,0.984181042085,1.06181276904,0.119450988276
Great Britain,55.7295,-6.4203,S1333,0,Bolsay Farm,1.13543144791,0.983850805966,0.631190407088,0.983850805966,0.019955132172
Great Britain,51.0306,-1.45223,S1355,43,Braishfield,3.67468523644,5.98354911848,0.967592820612,5.98354911848,0.11333185651
Great Britain,51.235,-2.6789,S1364,136,Bridged Pot,3.83625629639,4.90343246871,0.382161503687,4.90343246871,0.265660810998
Great Britain,51.2066,-2.41,S1365,102,Bridgemere,3.78282802538,5.12533918382,0.48342741844,5.12533918382,0.418984519046
Great Britain,50.4947,-3.6709,S1371,0,Broken Cave,3.40440229726,4.81208222178,1.50666129668,4.81208222178,0.13061331364
Great Britain,51.0167,0.9667,S1376,3,Brook,4.31794088484,4.22440820794,1.07791007241,4.22440820794,0.0242764618509
Great Britain,51.0306,-1.4523,S1377,43,Broom Hill ,3.67467122388,5.98349279176,0.967612104926,5.98349279176,0.113323113265
Great Britain,53.4519,-1.6626,S1379,25,Broomhead Moor,3.8758923013,4.73981239925,0.683935762042,4.73981239925,0.968610339507
Great Britain,55.6699,-3.4684,S1380,184,Brownsbank Farm,1.06503764333,1.88456349856,0.116863936268,1.88456349856,0.325970013652
Great Britain,51.7613,-0.0016,S1381,0,Broxbourne,4.84441742893,5.0069925855,0.516313124083,5.0069925855,0.494041954696
Great Britain,52.5515,-3.2302,S1387,87,Brynderwen Farm,3.28597528982,3.65375121827,0.177516096453,3.65375121827,0.697880885037
Great Britain,57.4735,-4.072,S1393,217,Bulnuaran of Clava,0.619086953666,0.280304548661,0.754440843672,0.280304548661,0.0654715968951
Great Britain,51.1789,-2.8685,S1402,99,Burtle Bridge ,3.80989143803,4.8023370566,0.482740811306,4.8023370566,0.139161987985
Great Britain,52.2741,-0.29459,S1403,0,Burwell,5.20066050929,5.2636123798,0.0426884633127,5.2636123798,0.684045533645
Great Britain,53.2546,-1.9251,S1406,30,Buxton 2,3.82904775803,4.54062558388,1.01229973358,4.54062558388,0.780752840853
Great Britain,56.012,-6.2377,S1424,289,Caisteal Nan Gillean II,0.871491123822,1.28806710943,0.965495207653,1.28806710943,0.0224733798081
Great Britain,56.0115,-6.24529,S1425,300,Caisteal,0.879012228356,1.28614544454,0.961541848127,1.28614544454,0.0201981311017
Great Britain,53.9922,-0.7308,S1432,0,Callis Wold,4.18466045821,4.94438369143,0.288912944847,4.94438369143,0.273980011132
Great Britain,57.0313,-6.0135,S1433,397,Camas Daraich,0.387979489406,1.04302679735,1.30845590075,1.04302679735,0.00734373882978
Great Britain,58.3812,-3.2656,S1443,0,Camster,1.20367189587,1.46173476096,1.72708520129,1.46173476096,0.088040909809
Great Britain,57.4817,-4.2486,S1446,186,Canal Road,0.582264904747,0.129297453185,0.779256431799,0.129297453185,0.0157634545706
Great Britain,53.2295,-4.2639,S1452,184,Capel Eithin,2.19899871471,2.4176170377,1.17590624949,2.4176170377,0.0517685358109
Great Britain,56.406,-5.4828,S1459,542,Carding Mill Bay,0.224981510351,0.731548261976,0.73904391764,0.731548261976,0.00389165774446
Great Britain,50.2203,-5.2471,S1462,0,Carn Brea,3.16005865409,4.05580996747,2.66996397882,4.05580996747,0.0754958184272
Ireland,54.7386,-6.8168,S1463,109,Carnanbane,0.90560538564,0.280094477097,0.299558968152,0.280094477097,0.388230678978
Great Britain,56.007,-3.543,S1469,0,Carriden,0.746783436948,1.56805202468,0.405529964861,1.56805202468,0.0358160020103
Ireland,54.0475,-8.367,S1471,53,Carrowkeel,0.437908561346,0.287355610525,0.0738800676773,0.287355610525,0.215590980563
Ireland,54.228,-8.57974,S1472,110,Carrowmore,0.429553167024,0.485633994794,0.309364983797,0.485633994794,0.0164091803574
Great Britain,55.1225,-3.6153,S1473,445,Carzield,1.31031294938,2.24271453906,0.345337135709,2.24271453906,0.134719513806
Great Britain,57.4776,-4.2267,S1485,138,Castle Street,0.581529043299,0.143337325565,0.773927911695,0.143337325565,0.0201369039328
Ireland,55.1151,-6.6644,S1486,0,Castleroe,1.22298409953,0.404650684047,0.012414966774,0.404650684047,0.0962474461999
Great Britain,50.3697,-4.1275,S1492,0,Cattedown,3.52168648372,4.68487972324,1.88804772848,4.68487972324,0.0142648168583
Great Britain,56.0847,-3.8703,S1528,0,Chapelfield,0.51090754007,1.31992269338,0.544186324341,1.31992269338,0.0393700622301
Great Britain,51.25,-2.8333,S1540,142,Chelm's Combe,3.87384832997,4.77916303375,0.403436382717,4.77916303375,0.167124524831
Great Britain,51.4314,-1.9527,S1547,72,Cherhill,4.00800467011,5.34293223886,0.736646313301,5.34293223886,0.540126509718
Great Britain,51.7036,-0.612,S1549,0,Chesham,4.55460510139,5.61990215869,0.421464739213,5.61990215869,0.902556802922
Great Britain,56.2314,-4.20353,S1559,272,Claish Farm,0.259999111152,1.00314876185,0.473069251801,1.00314876185,0.38484881707
Great Britain,56.5482,-3.3681,S1561,0,Cleaven Dyke,0.646969701377,1.27366904182,0.0185616513274,1.27366904182,0.187671490909
Great Britain,56.376,-5.437,S1562,666,Cleigh,0.17868072084,0.722748279555,0.704746754657,0.722748279555,0.0150080045309
Ireland,53.665,-7.40924,S1563,28,Clonava Townland,0.749775608099,0.445596323706,0.387404326899,0.445596323706,1.06060797546
Great Britain,56.0155,-6.23501,S1567,249,Cnoc Coig,0.868117083348,1.29201855888,0.969845310604,1.29201855888,0.0203215279937
Great Britain,56.0674,-6.21,S1568,346,Cnoc Sligeach,0.833935087942,1.34495974252,1.02742207977,1.34495974252,0.0267469568362
Great Britain,50.9774,-1.1324,S1597,34,Corhampton,3.70079913284,6.25768671198,0.975741129655,6.25768671198,0.131884195414
Great Britain,55.8,-6.4557,S1608,116,Coulererach,1.14122973099,1.05266317424,0.68293071098,1.05266317424,0.00602611815351
Great Britain,56.089,-3.90445,S1630,0,Cowie Road,0.490460489744,1.29761164067,0.568453296323,1.29761164067,0.0692107311044
Great Britain,56.1259,-5.2407,S1632,21,Crarae,0.117876447605,0.84577477593,0.675357706849,0.84577477593,0.0129913817587
Great Britain,50.5229,-2.4444,S1656,0,Culverwell,3.10322212089,5.56532539239,1.11616803435,5.56532539239,0.0101458957219
Great Britain,54.8572,-4.05159,S1657,44,Cumstoun,1.27865580548,2.19282118651,0.814670761719,2.19282118651,0.0285298335081
Ireland,55.1195,-6.0577,S1661,0,Cushendun,1.27122198254,0.445234817259,0.485634580008,0.445234817259,0.0186157487091
Great Britain,55.3546,-3.6096,S1663,306,Daer Reservoir  ,1.15848494306,2.0590708237,0.152650762527,2.0590708237,0.361286577941
Ireland,53.2708,-6.084,S1666,0,Dalkey Island,0.395566865397,1.25085524442,0.922892784455,1.25085524442,0.0146483104828
Great Britain,56.7959,-2.6107,S1667,0,Dalladies,1.41868634465,1.82124890174,0.815305102952,1.82124890174,0.180592093127
Great Britain,51.6381,-4.67632,S1673,340,Daylight Rock,2.33859102942,3.30950355431,1.35738528834,3.30950355431,0.0379346833386
Great Britain,57.2344,-2.3579,S1679,0,Deer's Den,1.77808871278,1.98476833714,1.23954648275,1.98476833714,0.293882149169
Ireland,54.2399,-5.8446,S1689,0,Dendrum Nature Reserve,1.21728154714,0.544301847324,0.676897159102,0.544301847324,0.00538065051829
Ireland,55.0017,-6.4042,S1736,0,Dooey's Cairn,1.39020694521,0.26625147962,0.123547048933,0.26625147962,0.230478178577
Great Britain,50.7,-2.4333,S1737,14,Dorchester,3.27889903529,5.44807904708,0.945898469657,5.44807904708,0.0625340739117
Great Britain,50.933,-1.99,S1740,131,Dorset Cursus,3.50828389239,5.62286008798,0.961350927029,5.62286008798,0.199173854961
Great Britain,56.6233,-2.6242,S1743,0,Douglasmuir,1.39018609851,1.87079238562,0.745145710918,1.87079238562,0.079901157063
Great Britain,51.67,-1.13,S1748,66,Drayton Cursus,4.3696823534,5.90554241277,0.291913316072,5.90554241277,0.821308463368
Great Britain,56.41,-5.4741,S1753,465,Druimvargie,0.224556206772,0.722599483532,0.729571954094,0.722599483532,0.00488205899186
Great Britain,57.2396,-7.44916,S1758,0,Dun Vulan,1.78389581944,2.49262785959,2.1756741168,2.49262785959,0.00689980434505
Great Britain,53.51,-1.7934,S1761,16,Dunford Bridge,3.74044804793,4.60033979321,0.747469116553,4.60033979321,0.920084294236
Great Britain,55.9645,-4.9387,S1762,106,Dunloskin Wood,0.315738606604,0.962881909478,0.669780235749,0.962881909478,0.0193403231617
Great Britain,55.997,-4.3528,S1763,41,Duntreath,0.183710084916,1.10927741963,0.69901618193,1.10927741963,0.146051766508
Great Britain,52.247,-0.760808,S1771,0,Earl's Barton,5.02365168983,5.7302802347,0.101858775096,5.7302802347,1.0017259866
Great Britain,51.3934,-1.908,S1772,72,Easton Down,3.9729690698,5.40144432842,0.78988823317,5.40144432842,0.598656088669
Great Britain,52.6063,1.2672,S1773,25,Eaton Heath,4.22353441452,3.70840121121,0.897427576632,3.70840121121,0.312866473915
Great Britain,57.4677,-7.3492,S1796,40,Eilean,1.7651203223,2.43216199337,2.36586098622,2.43216199337,0.0224441083583
Ireland,51.96,-10.26,S1826,414,Emlagh Bog Embayment,0.672117456179,1.99717829715,2.33046715257,1.99717829715,0.0139464009694
Great Britain,54.3139,-3.40665,S1853,534,Eskmeals,2.07370659943,2.85741166065,1.13090479829,2.85741166065,0.0043093038881
Great Britain,51.4934,-0.6314,S1860,0,Eton Wick,4.35101704681,5.66788788574,0.586881971183,5.66788788574,0.694144021439
Great Britain,52.4203,-0.762609,S1878,0,Faraday Road,5.1895510801,5.73095088136,0.265804985358,5.73095088136,0.902569463676
Ireland,52.1764,-10.4556,S1896,101,Ferriter's Cove,0.864954432846,2.08727172706,2.41675001161,2.08727172706,0.00646482791728
Great Britain,56.2767,-2.5871,S1898,0,Fife Ness,1.4601449327,2.06613903165,0.676210708286,2.06613903165,0.0103465211545
Great Britain,54.7301,-1.2623,S1901,0,Filpoke Beacon,3.31950871433,4.05571342998,0.465976178039,4.05571342998,0.022573019293
Great Britain,51.7048,-0.007,S1908,0,Fisher's Green,4.79121217477,5.0195385849,0.560042535974,5.0195385849,0.465449886669
Great Britain,50.708,-2.4191,S1911,5,Flagstones,3.28584680525,5.45269174988,0.941762175339,5.45269174988,0.0657785595768
Great Britain,49.9898,-5.219,S1913,0,Flint scatter and features 1,3.3839245221,4.23198682656,2.82534389344,4.23198682656,0.0214390904658
Great Britain,51.7541,-0.0019,S1914,0,Flint scatter in peat 2,4.83780144133,5.00817217029,0.521972198589,5.00817217029,0.489819482054
Great Britain,54.2159,-0.4141,S1916,0,Flixton,4.31049508485,5.03675268224,0.602559698121,5.03675268224,0.0539949349476
Great Britain,51.3993,-1.2812,S1942,18,food processing activity,4.07123978115,5.91568504342,0.569523995631,5.91568504342,0.515428763846
Great Britain,56.7354,-2.5463,S1944,0,Fordhouse Barrow,1.47510183462,1.90188173978,0.860541464719,1.90188173978,0.0958960697839
Great Britain,52.7615,-3.0819,S1950,94,Four Crosses,3.40164826919,3.66925159958,0.433671463783,3.66925159958,0.473226283822
Great Britain,53.1833,-1.85,S1951,42,Fox Hole Cave,3.93238355597,4.63353141319,0.999487796124,4.63353141319,0.866322646882
Great Britain,51.5659,-4.08908,S1952,38,"Foxhole Cave, Gower",2.85198020619,3.69670626845,0.898427390611,3.69670626845,0.00437224198781
Great Britain,51.091,-1.7272,S1967,156,Fussel's Lodge,3.68957072376,5.7275759397,1.02455097853,5.7275759397,0.312857593803
Great Britain,56.11,-3.93,S1978,0,Garden,0.46017803131,1.26618591783,0.577255828554,1.26618591783,0.092567085403
Great Britain,55.7229,-3.4306,S1980,188,Garvald Burn,1.04118072288,1.86257751519,0.131280131779,1.86257751519,0.268014510428
Great Britain,51.5153,-1.1352,S1983,37,Gatehampton Farm,4.2184497242,5.97890459976,0.443219108455,5.97890459976,0.667203130988
Great Britain,53.1019,-3.5281,S2002,38,Geometric industry under BA cairn,2.93369603117,3.11380615983,0.673192848744,3.11380615983,0.195539365091
Ireland,52.5196,-8.5304,S2005,79,Geroid Island,0.966536658643,0.308005326253,0.538283967066,0.308005326253,0.268809751497
Great Britain,53.22,0.14,S2010,79,Giant's Hills 2,5.34706635217,4.90220423252,0.513571363396,4.90220423252,0.185795520129
Great Britain,53.25,0.1667,S2011,11,Giants' Hills,5.3238724634,4.88122278587,0.528590326529,4.88122278587,0.145647187752
Great Britain,55.947,-5.9758,S2025,263,Glenbatrick,0.640931777103,1.25677416925,1.06198040288,1.25677416925,0.0221411336656
Ireland,54.3052,-9.458,S2026,64,Glenulra,0.260658321371,1.36658711281,0.812048182437,1.36658711281,0.00611130100715
Great Britain,55.8859,-5.2031,S2027,85,Glenvoidean,0.352259054816,1.06696247525,0.845032723745,1.06696247525,0.00986195213941
Great Britain,51.5328,-2.9228,S2036,89,Goldcliff West,3.8901817116,4.52354253094,0.27025924036,4.52354253094,0.0227456589265
Great Britain,51.5328,-2.9199,S2037,91,Goldcliff,3.89281982055,4.5257311267,0.267700147553,4.5257311267,0.0253961611272
Ireland,55.204,-6.1164,S2042,0,Goodland,1.234072213,0.502165562838,0.475332628062,0.502165562838,0.0145347583399
Great Britain,51.2667,-2.75,S2053,150,Gough's Cave,3.87736590221,4.8293455883,0.360256037979,4.8293455883,0.201472168053
Great Britain,54.0717,-1.8747,S2062,25,Grassington,3.30184332937,4.11971658954,0.31411994604,4.11971658954,0.870144999871
Great Britain,51.4049,-1.3185,S2067,8,Greenham Dairy Farm,4.06856632852,5.88125423809,0.57150343796,5.88125423809,0.508720113618
Great Britain,52.4754,0.6786,S2072,40,Grimes Graves,4.82084392183,4.29079978621,0.349411279154,4.29079978621,0.415107751433
Great Britain,50.8788,-0.4647,S2189,0,Harrow Hill,3.84852931231,5.63403606106,1.20043090601,5.63403606106,0.101950624324
Great Britain,51.3195,-2.9458,S2207,114,Haywood Cave,3.96236667708,4.64949814961,0.408627758357,4.64949814961,0.0441467156196
Great Britain,51.8686,-1.8958,S2210,93,Hazleton North,4.44789904715,5.14551913309,0.70888883649,5.14551913309,0.496566870623
Great Britain,54.3493,-4.4759,S2211,0,"Hearth, charcoal dumps and flint-knapping floor",1.67183309992,1.79625166525,1.47548975913,1.79625166525,0.041438274578
Great Britain,54.9755,-3.0937,S2212,34,Hearth,1.79850889942,2.67106608344,0.608672583003,2.67106608344,0.0145562151674
Great Britain,50.8202,-3.2605,S2224,150,Hembury,3.55555601553,4.79684667164,0.994326255763,4.79684667164,0.145393929034
Great Britain,50.7124,-1.7479,S2227,0,Hengistbury Head,3.31145666008,5.95022819604,1.28854484241,5.95022819604,0.011870105307
Great Britain,52.9435,-1.5074,S2231,85,High Furlong,4.34201658441,5.03412406095,0.966829025733,5.03412406095,1.08770285547
Great Britain,51.0053,0.1325,S2232,42,High Hurstwood,4.24445676621,5.02478941004,1.24769333945,5.02478941004,0.232996784527
Great Britain,51.1218,0.229131,S2233,97,High Rocks   ,4.39435031373,4.90088381115,1.18225398165,4.90088381115,0.331984186191
Great Britain,51.2841,0.2272,S2234,108,High Rocks Shelks,4.53206353665,4.8639297231,1.04067594827,4.8639297231,0.230904978292
Great Britain,56.6215,-3.9062,S2251,116,Home Farm Castle,0.113124800552,0.864184143861,0.107665731781,0.864184143861,0.513500406329
Great Britain,56.5361,-4.1635,S2252,281,Home Farm,0.0153968081108,0.781746355604,0.169598967273,0.781746355604,0.534444451089
Great Britain,51.4635,-0.5361,S2259,0,Horton Manor Farm,4.3583268966,5.57854286022,0.671140317743,5.57854286022,0.662245743286
Great Britain,51.5398,-2.91136,S2278,103,Human footprint series,3.89769576397,4.52759895243,0.256874556545,4.52759895243,0.0321079834309
Great Britain,53.8614,-2.0623,S2285,8,Ickornshaw Moor,3.30472907048,4.17280560416,0.522117297166,4.17280560416,0.779651738278
Great Britain,56.541,-3.424,S2294,0,Inchtuthil,0.591694561831,1.23648481758,0.00727948487189,1.23648481758,0.201892987744
Great Britain,51.3225,-3.0118,S2299,93,Intertidal peat,3.90326856894,4.59952120586,0.454470532488,4.59952120586,0.00997463282532
Great Britain,55.9997,-3.6822,S2300,18,Inveravon,0.672239303894,1.49158403588,0.473961849098,1.49158403588,0.019087430419
Great Britain,55.9304,-3.0405,S2301,0,Inveresk,1.17411478932,1.9408642436,0.292556391316,1.9408642436,0.0319288599859
Great Britain,50.9906,-0.7888,S2303,0,Iping Common,3.82532416582,5.92011844487,0.983272113914,5.92011844487,0.195442327043
Ireland,53.6344,-7.25959,S2305,26,Newlands Cross,0.837976568885,0.557354519852,0.42388820814,0.557354519852,0.924813614789
Great Britain,50.8251,0.0462,S2313,68,Itford Bottom,4.04579125762,5.15899831084,1.39033949768,5.15899831084,0.0456688613828
Ireland,52.5,-7.1667,S2332,0,Jerpoint West,0.883900361806,1.1467540364,0.225691148475,1.1467540364,0.270366973205
Great Britain,50.4664,-3.5008,S2372,0,Kent's Cavern,3.30782627319,4.93146293317,1.42171668095,4.93146293317,0.0119585952352
Great Britain,51.4861,-0.2859,S2386,0,Kew Bridge,4.47519106025,5.32803102912,0.669049596742,5.32803102912,0.655020855241
Great Britain,54.4789,-1.06,S2390,0,Kildale,3.62895750988,4.37326887832,0.430180573248,4.37326887832,0.136530960958
Great Britain,56.0985,-6.1829,S2391,277,Kildran Burn,0.802698907997,1.37762953402,1.06759250372,1.37762953402,0.00412021844081
Ireland,52.1027,-7.7373,S2392,0,Kilgreany Cave,1.57194987531,0.970844358381,0.205392544412,0.970844358381,0.108811242985
Great Britain,54.05,-0.3833,S2393,0,Kilham,4.42914123262,5.16593812624,0.48971935412,5.16593812624,0.166077517443
Great Britain,54.3152,-4.38,S2394,54,"Killeaba, IOM",1.71490511749,1.89698597225,1.4393801469,1.89698597225,0.0186109027186
Great Britain,55.4883,-5.3117,S2395,158,Kilpatrick,0.714728038417,1.21264171931,1.24736765238,1.21264171931,0.0270855311929
Great Britain,52.4214,0.768,S2396,22,Kilverstone,4.73708901527,4.20043213983,0.453429943872,4.20043213983,0.517150230881
Great Britain,51.8365,-2.6593,S2397,148,King Arthur's Cave,4.02224210004,4.53428798523,0.0185426885861,4.53428798523,0.173152256988
Great Britain,57.016,-6.28001,S2398,216,Kinloch Farm,0.604540622374,1.30770422535,1.55931910079,1.30770422535,0.0102395312393
Great Britain,57.0162,-6.2789,S2399,230,Kinloch,0.603611040489,1.30660904669,1.55829838741,1.30660904669,0.00911206343261
Great Britain,51.3255,-0.61788,S2415,0,Knap Hill,4.19969287453,5.68301150716,0.733948663395,5.68301150716,0.525711072073
Great Britain,59.3493,-2.91085,S2416,0,Knap of Howar,1.98845781333,2.4239529263,2.75642262961,2.4239529263,0.0355108800229
Ireland,54.2752,-6.1852,S2417,0,Knockiveagh,1.11571470592,0.27183083931,0.386423542243,0.27183083931,0.178843647078
Ireland,53.7051,-6.4917,S2419,0,Knowth,0.508192646247,0.78369055328,0.478671662207,0.78369055328,0.225689868625
Great Britain,52.3096,0.6143,S2583,11,Lackford Heath,4.90244193587,4.35426320809,0.403093860038,4.35426320809,0.513101687095
Great Britain,55.3094,-1.5525,S2584,0,"Lacustrine mud exposed in seacliff: multicomponent (Meso, BA) site",2.77319248133,3.46703849014,0.684024353441,3.46703849014,0.0038503116757
Great Britain,57.993,-4.40244,S2595,0,Lairg,0.0498384118928,0.601502487609,1.29614870574,0.601502487609,0.0853227665984
Great Britain,51.5481,-1.5341,S2597,68,Lambourn,4.16937393113,5.62246271424,0.540065584536,5.62246271424,0.633565297345
Great Britain,54.4629,-3.1202,S2602,479,Langdale,2.13138486794,3.06700774693,0.886228443913,3.06700774693,0.218078215785
Great Britain,52.3911,-2.3086,S2803,82,Lightmarsh Farm,4.22138950173,4.52484039641,0.489002970339,4.52484039641,0.61550593214
Great Britain,55.9754,-3.6186,S2815,58,Linlithgow,0.726655652768,1.54782938339,0.445132668988,1.54782938339,0.0459025053782
Ireland,52.1833,-8.9,S2819,165,Lisduggan North,0.602883306204,0.777474532702,0.960557575161,0.777474532702,0.450102890015
Great Britain,55.4945,-5.1126,S2821,278,Lithics working site,0.729598695517,1.37494409621,1.16933504873,1.37494409621,0.0204678528429
Great Britain,51.6656,-4.7318,S2822,258,Little Hoyle Cave,2.27852479409,3.25806803569,1.3981872007,3.25806803569,0.00707950563246
Great Britain,57.5029,-5.9927,S2829,537,Loch A Squirt,0.490121526665,1.16195987022,1.50907141388,1.16195987022,0.00417627824745
Great Britain,55.2118,-4.3877,S2830,117,Loch Doon,0.830335305765,1.81098419143,0.927017134901,1.81098419143,0.304889127553
Great Britain,54.9695,-3.6124,S2831,181,Lochhill,1.42654582096,2.37168615877,0.489612501168,2.37168615877,0.0288245069342
Great Britain,52.8504,-1.30917,S2832,3,Lockington,4.54732026462,5.2519205381,0.898167117245,5.2519205381,1.03074261719
Great Britain,53.6079,-1.9879,S2842,4,Lominot Site III,3.53213545795,4.38751753283,0.776523358374,4.38751753283,0.756548390058
Great Britain,56.3985,-5.47987,S2844,473,Lon Mor,0.216993831479,0.734868195053,0.738382121736,0.734868195053,0.0114364373823
Great Britain,51.0616,-0.8768,S2848,0,Longmoor,3.86072765338,5.98980696194,0.896614772352,5.98980696194,0.227091352764
Ireland,53.2124,-7.7766,S2856,80,Lough Boora,1.16762373053,0.275331654737,0.306342120512,0.275331654737,1.11390403469
Ireland,52.5196,-8.5304,S2857,79,Lough Gur,0.966536658643,0.308005326253,0.538283967066,0.308005326253,0.268809751497
Great Britain,56.0216,-5.7795,S2872,50,Lussa 1,0.431197948627,1.21499753317,1.16724806284,1.21499753317,0.00109635760589
Great Britain,56.0207,-5.7794,S2874,42,Lussa River,0.431478153445,1.21560161961,1.16761862104,1.21560161961,0.000781024967592
